message,source
"Subtherapeutic drug concentrations in the blood allow resistant
infections to be maintained and transmitted.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The exposure of parasites to subtherapeutic
drug concentrations can be caused by a variety of factors, including the use of substandard
or falsified drugs, use of non-pharmaceutical forms of Artemisia such as Artemisia tea,
poor compliance with treatment regimens or suboptimal dosing of an antimalarial drug.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Resistance can spread when parasites with reduced drug sensitivity are significantly
more likely to be transmitted.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"This can happen when parasites with reduced drug
sensitivity cause recrudescence and are subsequently transmitted, or when parasites with
reduced drug sensitivity have increased gametocyte carriage.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Exposing parasites to drugs to which they are not fully sensitive enables the parasites to
multiply and be transmitted.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Delays in detecting resistance and in responding to this
problem by changing the treatment policy enable resistant parasites to spread and reach
high levels of prevalence.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Interventions to mitigate the risks and respond to the emergence and spread of
antimalarial drug resistance in Africa
This regional Strategy addresses the threat of antimalarial drug resistance in Africa through
four pillars:
I.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
Strengthen surveillance of antimalarial drug efficacy and resistance.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Optimize and better regulate the use of diagnostics and therapeutics to limit drug
pressure through pre-emptive measures.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
React to resistance by limiting the spread of antimalarial drug-resistant parasites.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Stimulate research and innovation to better leverage existing tools and to develop new tools
against antimalarial drug resistance.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Each pillar consists of a set of interventions that can be implemented at the local, regional
and global levels.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The relevance of each intervention to address the drivers of resistance has
been assessed through a broad consultation process.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Although this Strategy is applicable to the wider population of Africa, there is no one-size-
fits- all recipe for success.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"While this document gives a comprehensive overview of the
interventions that could be leveraged, the outcome of an intervention will vary depending
on the implementation setting.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"It should also be noted that the interventions outlined in this
document could be applied to other malaria-endemic regions.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Therefore, the immediate next step should be for each country to conduct an assessment of its
current situation and, based on the results of the assessment, to use the Strategy to guide the
development of recommendations tailored to the local context, with the support of global
and regional stakeholders.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
